"","ID","Pub","CRN","informative","biased","credible","false","trustworthy","pol_leaning","familiar_Fox","familiar_Atlantic","familiar_CNN","familiar_SacBee","truthful_Fox","truthful_Atlantic","truthful_CNN","truthful_SacBee","trust_Fox","trust_Atlantic","trust_CNN","trust_SacBee","Pub_familiar","fam_rate","pol_rate","CRN_vs_NoCRN","Mixed_vs_Pol","treatment","pol_knowledge"
"2710",679,"SacBee","c1",3,3,4,3,3,"Other Party","Yes","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","","","","","Yes","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"2711",680,"CNN","c2",4,3,3,3,3,"Republican","Yes","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Somewhat","Somewhat","Somewhat","Somewhat","Yes","High","Liberal",0.333333333333333,0.5,1,"low"
"2712",680,"FoxNews","c1",4,3,3,3,4,"Republican","Yes","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Somewhat","Somewhat","Somewhat","Somewhat","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"2713",680,"Atlantic","c3",4,2,3,3,3,"Republican","Yes","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Somewhat","Somewhat","Somewhat","Somewhat","Yes","Medium","Liberal",0.333333333333333,0,1,"low"
"2714",680,"SacBee","c1",4,3,4,3,3,"Republican","Yes","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Somewhat","Somewhat","Somewhat","Somewhat","Yes","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"2715",681,"CNN","c1",4,3,4,2,4,"Republican","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","A lot","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"2716",681,"FoxNews","c3",4,3,4,3,4,"Republican","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","A lot","","Yes","High","Conservative",0.333333333333333,0,1,"high"
"2717",681,"Atlantic","c2",4,3,4,3,3,"Republican","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","A lot","","No","Medium","Liberal",0.333333333333333,0.5,1,"high"
"2718",681,"SacBee","c1",4,3,4,2,4,"Republican","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","A lot","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"2719",682,"CNN","c2",3,3,3,3,3,"Independent","No","Yes","Yes","No","Don't know","Yes","Yes","Don't know","Not at all","Somewhat","Somewhat","Somewhat","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"2720",682,"FoxNews","c3",3,3,3,3,3,"Independent","No","Yes","Yes","No","Don't know","Yes","Yes","Don't know","Not at all","Somewhat","Somewhat","Somewhat","No","High","Conservative",0.333333333333333,0,1,"high"
"2721",682,"Atlantic","c1",3,3,3,3,3,"Independent","No","Yes","Yes","No","Don't know","Yes","Yes","Don't know","Not at all","Somewhat","Somewhat","Somewhat","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"2722",682,"SacBee","c1",3,3,3,3,3,"Independent","No","Yes","Yes","No","Don't know","Yes","Yes","Don't know","Not at all","Somewhat","Somewhat","Somewhat","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"2723",683,"CNN","c3",4,2,4,2,4,"Republican","Yes","Yes","Yes","No","No","No","No","Don't know","Not at all","Not at all","Not at all","","Yes","High","Liberal",0.333333333333333,0,1,"low"
"2724",683,"FoxNews","c2",2,4,2,3,2,"Republican","Yes","Yes","Yes","No","No","No","No","Don't know","Not at all","Not at all","Not at all","","Yes","High","Conservative",0.333333333333333,0.5,1,"low"
"2725",683,"Atlantic","c1",4,2,2,3,2,"Republican","Yes","Yes","Yes","No","No","No","No","Don't know","Not at all","Not at all","Not at all","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"2726",683,"SacBee","c1",2,5,1,3,1,"Republican","Yes","Yes","Yes","No","No","No","No","Don't know","Not at all","Not at all","Not at all","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"2727",684,"CNN","c2",4,2,4,2,4,"Democrat","Yes","No","Yes","No","Don't know","Don't know","Yes","Don't know","","","Somewhat","","Yes","High","Liberal",0.333333333333333,0.5,1,"low"
"2728",684,"FoxNews","c1",4,4,3,3,3,"Democrat","Yes","No","Yes","No","Don't know","Don't know","Yes","Don't know","","","Somewhat","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"2729",684,"Atlantic","c1",3,3,3,3,3,"Democrat","Yes","No","Yes","No","Don't know","Don't know","Yes","Don't know","","","Somewhat","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"2730",684,"SacBee","c3",3,3,3,3,3,"Democrat","Yes","No","Yes","No","Don't know","Don't know","Yes","Don't know","","","Somewhat","","No","Low","Neutral/Local",0.333333333333333,0,1,"low"
"2731",685,"CNN","c2",4,1,5,1,4,"Independent","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Somewhat","","A lot","","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"2732",685,"FoxNews","c1",5,1,5,1,5,"Independent","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Somewhat","","A lot","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"2733",685,"Atlantic","c1",2,1,4,1,4,"Independent","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Somewhat","","A lot","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"2734",685,"SacBee","c3",4,1,5,1,5,"Independent","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Somewhat","","A lot","","No","Low","Neutral/Local",0.333333333333333,0,1,"high"
"2735",686,"CNN","c1",5,1,5,1,5,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","A lot","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"low"
"2736",686,"FoxNews","c3",5,2,4,2,4,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","A lot","","Yes","High","Conservative",0.333333333333333,0,1,"low"
"2737",686,"Atlantic","c1",4,2,1,3,1,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","A lot","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"2738",686,"SacBee","c2",4,3,3,2,3,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","A lot","","No","Low","Neutral/Local",0.333333333333333,0.5,1,"low"
"2739",687,"CNN","c1",5,2,5,2,5,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","A lot","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"low"
"2740",687,"FoxNews","c2",5,2,5,2,5,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","A lot","","Yes","High","Conservative",0.333333333333333,0.5,1,"low"
"2741",687,"Atlantic","c1",5,2,4,2,4,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","A lot","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"2742",687,"SacBee","c3",5,2,5,2,5,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","A lot","","No","Low","Neutral/Local",0.333333333333333,0,1,"low"
"2743",688,"CNN","c2",5,3,4,1,4,"Democrat","Yes","No","Yes","Yes","Yes","Don't know","Yes","Don't know","A lot","","A lot","Somewhat","Yes","High","Liberal",0.333333333333333,0.5,1,"low"
"2744",688,"FoxNews","c1",4,3,4,2,4,"Democrat","Yes","No","Yes","Yes","Yes","Don't know","Yes","Don't know","A lot","","A lot","Somewhat","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"2745",688,"Atlantic","c1",4,3,4,2,4,"Democrat","Yes","No","Yes","Yes","Yes","Don't know","Yes","Don't know","A lot","","A lot","Somewhat","No","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"2746",688,"SacBee","c3",5,3,4,2,4,"Democrat","Yes","No","Yes","Yes","Yes","Don't know","Yes","Don't know","A lot","","A lot","Somewhat","Yes","Low","Neutral/Local",0.333333333333333,0,1,"low"
"2747",689,"CNN","c1",3,3,3,3,3,"Independent","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","Entirely","Somewhat","Entirely","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"2748",689,"FoxNews","c2",3,3,3,3,3,"Independent","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","Entirely","Somewhat","Entirely","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"2749",689,"Atlantic","c3",3,3,3,3,3,"Independent","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","Entirely","Somewhat","Entirely","Yes","Medium","Liberal",0.333333333333333,0,1,"high"
"2750",689,"SacBee","c1",3,3,3,3,3,"Independent","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Entirely","Entirely","Somewhat","Entirely","Yes","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"2751",690,"CNN","c2",4,3,4,1,3,"Republican","Yes","No","Yes","No","Don't know","Don't know","Don't know","Don't know","A lot","Not at all","Somewhat","Not at all","Yes","High","Liberal",0.333333333333333,0.5,1,"low"
"2752",690,"FoxNews","c3",4,3,4,1,3,"Republican","Yes","No","Yes","No","Don't know","Don't know","Don't know","Don't know","A lot","Not at all","Somewhat","Not at all","Yes","High","Conservative",0.333333333333333,0,1,"low"
"2753",690,"Atlantic","c1",4,3,4,2,4,"Republican","Yes","No","Yes","No","Don't know","Don't know","Don't know","Don't know","A lot","Not at all","Somewhat","Not at all","No","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"2754",690,"SacBee","c1",4,4,3,2,2,"Republican","Yes","No","Yes","No","Don't know","Don't know","Don't know","Don't know","A lot","Not at all","Somewhat","Not at all","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"2755",691,"CNN","c3",4,3,4,3,5,"Independent","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","A lot","Somewhat","A lot","A lot","Yes","High","Liberal",0.333333333333333,0,1,"low"
"2756",691,"FoxNews","c1",4,3,3,3,4,"Independent","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","A lot","Somewhat","A lot","A lot","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"2757",691,"Atlantic","c2",4,3,4,3,4,"Independent","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","A lot","Somewhat","A lot","A lot","Yes","Medium","Liberal",0.333333333333333,0.5,1,"low"
"2758",691,"SacBee","c1",4,3,5,3,4,"Independent","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","A lot","Somewhat","A lot","A lot","Yes","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"2759",692,"CNN","c2",4,3,4,3,4,"Other Party","No","No","Yes","No","Yes","Don't know","Yes","Don't know","","","Entirely","","Yes","High","Liberal",0.333333333333333,0.5,1,"low"
"2760",692,"FoxNews","c1",3,3,3,3,3,"Other Party","No","No","Yes","No","Yes","Don't know","Yes","Don't know","","","Entirely","","No","High","Conservative",-0.666666666666667,-0.5,0,"low"
"2761",692,"Atlantic","c1",3,3,3,3,3,"Other Party","No","No","Yes","No","Yes","Don't know","Yes","Don't know","","","Entirely","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"2762",692,"SacBee","c3",3,3,3,3,3,"Other Party","No","No","Yes","No","Yes","Don't know","Yes","Don't know","","","Entirely","","No","Low","Neutral/Local",0.333333333333333,0,1,"low"
"2763",693,"CNN","c2",5,1,5,1,5,"Republican","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Entirely","Not at all","Not at all","Somewhat","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"2764",693,"FoxNews","c1",3,5,2,5,2,"Republican","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Entirely","Not at all","Not at all","Somewhat","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"2765",693,"Atlantic","c3",5,1,5,1,5,"Republican","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Entirely","Not at all","Not at all","Somewhat","Yes","Medium","Liberal",0.333333333333333,0,1,"high"
"2766",693,"SacBee","c1",5,2,5,1,5,"Republican","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Entirely","Not at all","Not at all","Somewhat","Yes","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"2767",694,"CNN","c1",4,2,4,2,4,"Republican","Yes","No","Yes","No","Yes","Yes","Yes","Don't know","Somewhat","Somewhat","Somewhat","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"low"
"2768",694,"FoxNews","c1",4,2,4,2,4,"Republican","Yes","No","Yes","No","Yes","Yes","Yes","Don't know","Somewhat","Somewhat","Somewhat","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"2769",694,"Atlantic","c2",4,2,4,3,4,"Republican","Yes","No","Yes","No","Yes","Yes","Yes","Don't know","Somewhat","Somewhat","Somewhat","","No","Medium","Liberal",0.333333333333333,0.5,1,"low"
"2770",694,"SacBee","c3",4,2,4,3,4,"Republican","Yes","No","Yes","No","Yes","Yes","Yes","Don't know","Somewhat","Somewhat","Somewhat","","No","Low","Neutral/Local",0.333333333333333,0,1,"low"
"2771",695,"CNN","c2",4,4,4,3,3,"Republican","Yes","No","Yes","No","No","Don't know","Yes","Don't know","Not at all","Not at all","Barely","Not at all","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"2772",695,"FoxNews","c1",4,2,4,1,4,"Republican","Yes","No","Yes","No","No","Don't know","Yes","Don't know","Not at all","Not at all","Barely","Not at all","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"2773",695,"Atlantic","c3",4,3,4,2,4,"Republican","Yes","No","Yes","No","No","Don't know","Yes","Don't know","Not at all","Not at all","Barely","Not at all","No","Medium","Liberal",0.333333333333333,0,1,"high"
"2774",695,"SacBee","c1",4,3,4,2,3,"Republican","Yes","No","Yes","No","No","Don't know","Yes","Don't know","Not at all","Not at all","Barely","Not at all","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"2775",696,"CNN","c2",5,1,5,1,4,"Independent","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Not at all","Somewhat","A lot","A lot","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"2776",696,"FoxNews","c1",4,4,2,2,2,"Independent","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Not at all","Somewhat","A lot","A lot","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"2777",696,"Atlantic","c1",4,1,4,1,4,"Independent","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Not at all","Somewhat","A lot","A lot","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"2778",696,"SacBee","c3",4,1,5,1,4,"Independent","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Not at all","Somewhat","A lot","A lot","Yes","Low","Neutral/Local",0.333333333333333,0,1,"high"
"2779",697,"CNN","c2",5,3,5,1,5,"Independent","No","Yes","Yes","No","No","Don't know","Yes","Don't know","Not at all","A lot","A lot","","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"2780",697,"FoxNews","c1",5,3,5,1,5,"Independent","No","Yes","Yes","No","No","Don't know","Yes","Don't know","Not at all","A lot","A lot","","No","High","Conservative",-0.666666666666667,-0.5,0,"high"
"2781",697,"Atlantic","c3",5,4,3,2,3,"Independent","No","Yes","Yes","No","No","Don't know","Yes","Don't know","Not at all","A lot","A lot","","Yes","Medium","Liberal",0.333333333333333,0,1,"high"
"2782",697,"SacBee","c1",4,3,4,5,3,"Independent","No","Yes","Yes","No","No","Don't know","Yes","Don't know","Not at all","A lot","A lot","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"2783",698,"CNN","c2",3,1,4,1,5,"Independent","Yes","No","Yes","No","Yes","Yes","Don't know","Don't know","Not at all","Barely","Not at all","Not at all","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"2784",698,"FoxNews","c1",5,3,3,2,3,"Independent","Yes","No","Yes","No","Yes","Yes","Don't know","Don't know","Not at all","Barely","Not at all","Not at all","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"2785",698,"Atlantic","c3",5,3,4,3,3,"Independent","Yes","No","Yes","No","Yes","Yes","Don't know","Don't know","Not at all","Barely","Not at all","Not at all","No","Medium","Liberal",0.333333333333333,0,1,"high"
"2786",698,"SacBee","c1",4,3,4,2,4,"Independent","Yes","No","Yes","No","Yes","Yes","Don't know","Don't know","Not at all","Barely","Not at all","Not at all","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"2787",699,"CNN","c2",4,3,3,3,3,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","Somewhat","","Barely","","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"2788",699,"FoxNews","c1",3,4,3,4,2,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","Somewhat","","Barely","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"2789",699,"Atlantic","c1",4,4,3,3,3,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","Somewhat","","Barely","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"2790",699,"SacBee","c3",4,2,4,2,3,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","Somewhat","","Barely","","No","Low","Neutral/Local",0.333333333333333,0,1,"high"
"2791",700,"CNN","c1",5,5,5,3,5,"Democrat","Yes","No","No","No","Yes","No","Yes","No","Somewhat","Somewhat","Somewhat","Somewhat","No","High","Liberal",-0.666666666666667,-0.5,0,"low"
"2792",700,"FoxNews","c3",5,5,5,5,5,"Democrat","Yes","No","No","No","Yes","No","Yes","No","Somewhat","Somewhat","Somewhat","Somewhat","Yes","High","Conservative",0.333333333333333,0,1,"low"
"2793",700,"Atlantic","c1",5,5,5,4,5,"Democrat","Yes","No","No","No","Yes","No","Yes","No","Somewhat","Somewhat","Somewhat","Somewhat","No","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"2794",700,"SacBee","c2",5,5,5,5,5,"Democrat","Yes","No","No","No","Yes","No","Yes","No","Somewhat","Somewhat","Somewhat","Somewhat","No","Low","Neutral/Local",0.333333333333333,0.5,1,"low"
"2795",701,"CNN","c1",5,3,4,1,4,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","A lot","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"2796",701,"FoxNews","c3",3,3,4,3,5,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","A lot","","Yes","High","Conservative",0.333333333333333,0,1,"high"
"2797",701,"Atlantic","c2",4,3,2,4,3,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","A lot","","No","Medium","Liberal",0.333333333333333,0.5,1,"high"
"2798",701,"SacBee","c1",2,3,3,3,3,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","A lot","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"2799",702,"CNN","c2",4,2,4,2,4,"Independent","Yes","No","Yes","No","No","Don't know","No","Don't know","Not at all","","Not at all","","Yes","High","Liberal",0.333333333333333,0.5,1,"low"
"2800",702,"FoxNews","c1",5,4,2,4,3,"Independent","Yes","No","Yes","No","No","Don't know","No","Don't know","Not at all","","Not at all","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"2801",702,"Atlantic","c3",3,2,2,4,3,"Independent","Yes","No","Yes","No","No","Don't know","No","Don't know","Not at all","","Not at all","","No","Medium","Liberal",0.333333333333333,0,1,"low"
"2802",702,"SacBee","c1",4,2,4,2,4,"Independent","Yes","No","Yes","No","No","Don't know","No","Don't know","Not at all","","Not at all","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"2803",703,"CNN","c1",4,2,4,2,4,"Democrat","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Not at all","A lot","A lot","A lot","Yes","High","Liberal",-0.666666666666667,-0.5,0,"low"
"2804",703,"FoxNews","c3",3,4,2,4,2,"Democrat","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Not at all","A lot","A lot","A lot","Yes","High","Conservative",0.333333333333333,0,1,"low"
"2805",703,"Atlantic","c2",4,3,2,4,3,"Democrat","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Not at all","A lot","A lot","A lot","Yes","Medium","Liberal",0.333333333333333,0.5,1,"low"
"2806",703,"SacBee","c1",3,4,3,4,3,"Democrat","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Not at all","A lot","A lot","A lot","Yes","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"2807",704,"CNN","c1",4,2,5,1,5,"Independent","Yes","Yes","Yes","No","No","Yes","No","Don't know","Barely","A lot","Somewhat","Somewhat","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"2808",704,"FoxNews","c3",4,2,4,2,4,"Independent","Yes","Yes","Yes","No","No","Yes","No","Don't know","Barely","A lot","Somewhat","Somewhat","Yes","High","Conservative",0.333333333333333,0,1,"high"
"2809",704,"Atlantic","c1",5,4,4,2,4,"Independent","Yes","Yes","Yes","No","No","Yes","No","Don't know","Barely","A lot","Somewhat","Somewhat","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"2810",704,"SacBee","c2",4,1,5,1,5,"Independent","Yes","Yes","Yes","No","No","Yes","No","Don't know","Barely","A lot","Somewhat","Somewhat","No","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"2811",705,"CNN","c1",5,1,5,1,5,"Democrat","Yes","No","Yes","No","Yes","Don't know","Don't know","Don't know","Entirely","","A lot","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"2812",705,"FoxNews","c1",5,3,4,1,4,"Democrat","Yes","No","Yes","No","Yes","Don't know","Don't know","Don't know","Entirely","","A lot","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"2813",705,"Atlantic","c2",4,3,3,1,4,"Democrat","Yes","No","Yes","No","Yes","Don't know","Don't know","Don't know","Entirely","","A lot","","No","Medium","Liberal",0.333333333333333,0.5,1,"high"
"2814",705,"SacBee","c3",3,2,4,2,4,"Democrat","Yes","No","Yes","No","Yes","Don't know","Don't know","Don't know","Entirely","","A lot","","No","Low","Neutral/Local",0.333333333333333,0,1,"high"
"2815",706,"CNN","c1",5,1,5,3,4,"Independent","Yes","No","Yes","No","No","Don't know","No","Don't know","Somewhat","","Entirely","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"2816",706,"FoxNews","c1",4,4,4,1,4,"Independent","Yes","No","Yes","No","No","Don't know","No","Don't know","Somewhat","","Entirely","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"2817",706,"Atlantic","c3",5,1,3,2,3,"Independent","Yes","No","Yes","No","No","Don't know","No","Don't know","Somewhat","","Entirely","","No","Medium","Liberal",0.333333333333333,0,1,"high"
"2818",706,"SacBee","c2",4,4,4,2,4,"Independent","Yes","No","Yes","No","No","Don't know","No","Don't know","Somewhat","","Entirely","","No","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"2819",707,"CNN","c1",3,3,3,3,3,"Republican","Yes","Yes","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","Somewhat","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"2820",707,"FoxNews","c3",3,4,3,3,3,"Republican","Yes","Yes","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","Somewhat","","Yes","High","Conservative",0.333333333333333,0,1,"high"
"2821",707,"Atlantic","c1",3,3,3,3,3,"Republican","Yes","Yes","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","Somewhat","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"2822",707,"SacBee","c2",3,3,3,3,3,"Republican","Yes","Yes","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","Somewhat","","No","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"2823",708,"CNN","c2",1,5,1,5,1,"Democrat","Yes","No","Yes","No","No","Don't know","No","Don't know","Not at all","Not at all","Not at all","Not at all","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"2824",708,"FoxNews","c1",1,5,1,5,1,"Democrat","Yes","No","Yes","No","No","Don't know","No","Don't know","Not at all","Not at all","Not at all","Not at all","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"2825",708,"Atlantic","c3",5,1,5,1,4,"Democrat","Yes","No","Yes","No","No","Don't know","No","Don't know","Not at all","Not at all","Not at all","Not at all","No","Medium","Liberal",0.333333333333333,0,1,"high"
"2826",708,"SacBee","c1",1,2,4,5,1,"Democrat","Yes","No","Yes","No","No","Don't know","No","Don't know","Not at all","Not at all","Not at all","Not at all","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"2827",709,"CNN","c3",4,5,3,3,2,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Entirely","","Entirely","","Yes","High","Liberal",0.333333333333333,0,1,"high"
"2828",709,"FoxNews","c2",5,3,4,1,4,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Entirely","","Entirely","","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"2829",709,"Atlantic","c1",5,1,4,1,5,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Entirely","","Entirely","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"2830",709,"SacBee","c1",5,1,4,1,5,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Entirely","","Entirely","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"2831",710,"CNN","c3",3,3,5,1,5,"Independent","Yes","Yes","Yes","No","No","Don't know","Don't know","Don't know","Barely","","Somewhat","","Yes","High","Liberal",0.333333333333333,0,1,"high"
"2832",710,"FoxNews","c2",5,3,4,1,4,"Independent","Yes","Yes","Yes","No","No","Don't know","Don't know","Don't know","Barely","","Somewhat","","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"2833",710,"Atlantic","c1",5,3,4,3,4,"Independent","Yes","Yes","Yes","No","No","Don't know","Don't know","Don't know","Barely","","Somewhat","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"2834",710,"SacBee","c1",3,3,3,3,3,"Independent","Yes","Yes","Yes","No","No","Don't know","Don't know","Don't know","Barely","","Somewhat","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"2835",711,"CNN","c1",5,2,4,2,4,"Republican","Yes","Yes","Yes","Yes","No","Don't know","No","Don't know","Somewhat","","Barely","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"2836",711,"FoxNews","c3",4,2,4,2,4,"Republican","Yes","Yes","Yes","Yes","No","Don't know","No","Don't know","Somewhat","","Barely","","Yes","High","Conservative",0.333333333333333,0,1,"high"
"2837",711,"Atlantic","c1",4,2,4,2,4,"Republican","Yes","Yes","Yes","Yes","No","Don't know","No","Don't know","Somewhat","","Barely","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"2838",711,"SacBee","c2",5,2,4,2,4,"Republican","Yes","Yes","Yes","Yes","No","Don't know","No","Don't know","Somewhat","","Barely","","Yes","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"2839",712,"CNN","c1",5,4,5,1,5,"Democrat","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","A lot","Entirely","Entirely","Entirely","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
